encoder,classifier,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro,seed
resnet50,mil,test,0.0,0.1791044776119403,0.48,0.2608695652173913,0.0993333333333333,0.32,0.1483809523809523,0.51968,0.4357142857142857,0.1929087285268563,0.326984126984127,0.2508395557794086,0.3354465993245443,43.0
siglip2_so400m,mil,train,0.0,0.1789473684210526,0.7083333333333334,0.2857142857142857,0.2744437363462131,0.7866666666666666,0.3509165605636194,0.732484387197502,0.8862114845938375,0.3402601815577171,0.7719173062387348,0.2329792133316227,0.3972392371453737,42.0
siglip2_so400m,mil,validation,0.0,0.1470588235294117,0.5555555555555556,0.2325581395348837,0.0666666666666666,0.2,0.1,0.6498316498316499,0.5555555555555556,0.230208748939399,0.6666666666666666,0.2371764321313912,0.3734123722712199,42.0
siglip2_so400m,mil,test,0.0,0.1967213114754098,0.48,0.2790697674418604,0.1226666666666666,0.36,0.170095238095238,0.5903999999999999,0.4499999999999999,0.2200900787586651,0.4341269841269841,0.2419185338444578,0.3320208779970804,42.0
siglip2_so400m,mil,train,0.0,0.1465201465201465,0.8333333333333334,0.249221183800623,0.2367114014296677,0.88,0.3086085945731927,0.7205308352849337,0.9210406162464986,0.3576775612920736,0.8174753628724217,0.2577034138044219,0.4377721620233435,43.0
siglip2_so400m,mil,validation,0.0,0.0975609756097561,0.4444444444444444,0.16,0.0533333333333333,0.16,0.08,0.4141414141414141,0.4444444444444444,0.1089572476849426,0.5185185185185185,0.2736103790878469,0.4005555991331737,43.0
siglip2_so400m,mil,test,0.0,0.1904761904761904,0.64,0.2935779816513761,0.1713333333333333,0.52,0.2352380952380952,0.5504,0.5880952380952381,0.1984935833960185,0.4587301587301587,0.2654743159410525,0.3723315070072809,43.0
vit_base,mil,train,0.0,0.1503496503496503,0.8958333333333334,0.2574850299401197,0.2426136843892262,0.940952380952381,0.3288204236080397,0.7506830601092896,0.910314192343604,0.3380197691426467,0.8081885692075873,0.2576392986307095,0.4321761858463287,42.0
vit_base,mil,validation,0.0,0.1153846153846153,0.6666666666666666,0.1967213114754098,0.1133333333333333,0.24,0.1466666666666666,0.4730639730639731,0.4444444444444444,0.2235983340797791,0.6296296296296295,0.2745209876464496,0.4558948596318563,42.0
vit_base,mil,test,0.0,0.1649484536082474,0.64,0.2622950819672131,0.1506666666666666,0.56,0.2257142857142857,0.47744,0.5595238095238095,0.1962181491813351,0.4674603174603174,0.2709352520777294,0.369397183060646,42.0
vit_base,mil,train,0.0,0.1201923076923077,0.5208333333333334,0.1953125,0.1568718959059516,0.7257142857142856,0.2112689075630252,0.6454430132708822,0.8976596638655461,0.3235746495565293,0.7753354218880534,0.2426270769313793,0.4129984093339819,43.0
vit_base,mil,validation,0.0,0.0769230769230769,0.3333333333333333,0.125,0.0466666666666666,0.12,0.0666666666666666,0.4276094276094276,0.5,0.1317350476578453,0.6481481481481481,0.2609302972670711,0.3942963449160258,43.0
vit_base,mil,test,0.0,0.125,0.36,0.1855670103092783,0.0773333333333333,0.34,0.1171428571428571,0.42272,0.4821428571428571,0.1844021567086329,0.451984126984127,0.2576896104100299,0.341372124950091,43.0
