encoder,label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece,default_sensitivity,default_specificity,default_balanced_accuracy,sensitivity_ci_lower,sensitivity_ci_upper,specificity_ci_lower,specificity_ci_upper
bit50,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2091540962259303,0.2571098705132802,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Impetigo,0.45,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2413941682515901,0.3162515511115392,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2063394141470908,0.2508180414636929,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2281396712896161,0.296261690557003,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Acne,0.46,0,6,0,5,1,0,,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,,,0.2547534396461448,0.5034062738219897,,0.5,0.5,,,0.0300533697483066,0.5635028221864702
bit50,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2279188672241072,0.2848915209372838,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.75,0.5833333333333333,0.2399280770754439,0.3157754515608152,1.0,0.75,0.875,0.342380227506653,1.0,0.0,0.4898908364545973
bit50,Lichen Planus Lichenoid Eruption,0.47,0,6,0,0,6,0,,1.0,1.0,0.0,0.0,0.0,,,0.203333165415408,0.450845996538798,,1.0,1.0,,,0.6096657120978346,1.0
bit50,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2078466148307605,0.4551966488361358,1.0,1.0,1.0,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2416334133032033,0.3059935669104258,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Lichen Simplex Chronicus,0.46,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2128796139951158,0.4604386339584986,,0.8333333333333334,0.8333333333333334,,,0.1876163064826505,0.8123836935173494
bit50,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2314038017902766,0.3013583595554033,0.0,0.8,0.4,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2757007279274974,0.3824890504280727,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2664352102922813,0.3619862000147502,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
bit50,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2247065009818233,0.2994068910678228,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Eczema,0.51,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.375,0.4166666666666666,0.2632946768061611,0.1952691301703453,1.0,0.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
clip_vitb32,Allergic Contact Dermatitis,0.5,1,5,0,2,3,1,0.0,0.6,0.3,0.0,0.0,0.0,0.4,0.25,0.2395994564024289,0.3133288696408272,0.0,0.6,0.3,0.0,0.7934506856227626,0.2307242812760128,0.882379225767352
clip_vitb32,Insect Bite,0.41,2,4,1,3,1,1,0.5,0.25,0.375,0.25,0.5,0.3333333333333333,0.25,0.3333333333333333,0.2490992942942884,0.1684749498963356,0.0,0.75,0.375,0.0945312057342307,0.9054687942657692,0.0455872608097005,0.6993581574175981
clip_vitb32,Urticaria,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2715517454818595,0.3701002175609271,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Psoriasis,0.56,1,5,1,2,3,0,1.0,0.6,0.8,0.3333333333333333,1.0,0.5,0.6,0.3333333333333333,0.2980432647370619,0.4004778911670049,1.0,0.0,0.5,0.2065493143772374,1.0,0.2307242812760128,0.882379225767352
clip_vitb32,Folliculitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2864696155657117,0.3842232947548231,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Irritant Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2417244755110945,0.328241857389609,1.0,0.8,0.9,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Tinea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2599609801000496,0.350921630859375,1.0,0.2,0.6,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Herpes Zoster,0.48,0,6,0,1,5,0,,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,,,0.2151197424543154,0.4633938794334729,,1.0,1.0,,,0.4364971778135298,0.9699466302516936
clip_vitb32,Drug Rash,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.25,0.325,0.2617267756552626,0.1960849414269129,1.0,0.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
clip_vitb32,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2294307247129124,0.3039801940321922,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Impetigo,0.45,1,5,1,4,1,0,1.0,0.2,0.6,0.2,1.0,0.3333333333333333,0.4,0.25,0.2285229105767094,0.296877292295297,0.0,1.0,0.5,0.2065493143772374,1.0,0.0362241086324301,0.6244653702374747
clip_vitb32,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2279930387545077,0.2932164768377939,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2306090205792244,0.2966249957680702,0.0,0.8,0.4,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Acne,0.51,0,6,0,1,5,0,,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,,,0.231927155361924,0.4806848093867301,,0.6666666666666666,0.6666666666666666,,,0.4364971778135298,0.9699466302516936
clip_vitb32,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2416715263900157,0.2995613142848015,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.375,0.3666666666666667,0.2755605162957406,0.2110961005091667,1.0,0.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
clip_vitb32,Lichen Planus Lichenoid Eruption,0.47,0,6,0,4,2,0,,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,0.2371791493085242,0.4859593113263448,,0.6666666666666666,0.6666666666666666,,,0.0967714111057804,0.700006684861608
clip_vitb32,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2820051718609086,0.3874156549572944,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2161431393741753,0.2964311465620994,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Lichen Simplex Chronicus,0.51,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2684066311002037,0.5170764823754629,,0.5,0.5,,,0.1876163064826505,0.8123836935173494
clip_vitb32,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2397337431323334,0.3321801622708639,1.0,0.6,0.8,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2542167576183444,0.3283616652091344,0.0,0.4,0.2,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2607812044419306,0.3413072228431701,0.0,0.4,0.2,0.2065493143772374,1.0,0.0,0.4344824647831747
clip_vitb32,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2216728902572141,0.2926525448759397,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Eczema,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.75,0.75,0.2727339965197335,0.2313843220472336,1.0,0.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
derm_foundation,Allergic Contact Dermatitis,0.47,1,5,1,3,2,0,1.0,0.4,0.7,0.25,1.0,0.4,0.6,0.3333333333333333,0.2300632497386741,0.3052561382452646,0.0,1.0,0.5,0.2065493143772374,1.0,0.1176207742326478,0.769275718723987
derm_foundation,Insect Bite,0.38,2,4,1,2,2,1,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,0.5,0.45,0.2430267791083923,0.274788424372673,0.0,0.75,0.375,0.0945312057342307,0.9054687942657692,0.1500389891521494,0.8499610108478506
derm_foundation,Urticaria,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2206133266816219,0.4690545524160067,1.0,1.0,1.0,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Psoriasis,0.49,1,5,1,1,4,0,1.0,0.8,0.9,0.5,1.0,0.6666666666666666,1.0,1.0,0.2320818300828395,0.3223128840327262,1.0,0.8,0.9,0.2065493143772374,1.0,0.3755346297625253,0.9637758913675698
derm_foundation,Folliculitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2354608042110486,0.3182038739323616,1.0,0.6,0.8,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Irritant Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2351703026985663,0.3172548810640971,1.0,0.6,0.8,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Tinea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2634519641649653,0.3717236245671907,1.0,0.2,0.6,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Herpes Zoster,0.5,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2528776088382776,0.5024066666762034,,0.5,0.5,,,0.1876163064826505,0.8123836935173494
derm_foundation,Drug Rash,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.75,0.75,0.2285672301816524,0.1255399361252784,0.0,1.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
derm_foundation,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2754539133853327,0.5212844436367353,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Impetigo,0.44,1,5,1,0,5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1646509411146203,0.4040885170300801,1.0,1.0,1.0,0.2065493143772374,1.0,0.5655175352168251,1.0
derm_foundation,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2080113479518245,0.3179037322600682,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2037850108431401,0.2823963835835457,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Acne,0.46,0,6,0,4,2,0,,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,0.2200050674049641,0.4686954766511917,,1.0,1.0,,,0.0967714111057804,0.700006684861608
derm_foundation,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.339332300706957,0.4360745797554652,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.5,0.45,0.2498814999113855,0.1418408453464508,0.0,0.75,0.375,0.342380227506653,1.0,0.0,0.4898908364545973
derm_foundation,Lichen Planus Lichenoid Eruption,0.51,0,6,0,2,4,0,,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,,,0.2479744867376252,0.4970793947577476,,0.3333333333333333,0.3333333333333333,,,0.299993315138392,0.9032285888942196
derm_foundation,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2294240626168514,0.3310807049274444,1.0,0.8,0.9,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.1913365948809721,0.435818704466025,1.0,1.0,1.0,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Lichen Simplex Chronicus,0.43,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2062027911924144,0.4521944050987561,,0.8333333333333334,0.8333333333333334,,,0.1876163064826505,0.8123836935173494
derm_foundation,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2287434905040655,0.3003169323007265,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2903168690694618,0.3962454895178476,1.0,0.2,0.6,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2023856671618631,0.2450593163569768,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
derm_foundation,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2478149684265822,0.3265094558397928,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Eczema,0.47,2,4,2,3,1,0,1.0,0.25,0.625,0.4,1.0,0.5714285714285714,0.625,0.5,0.2430321492101964,0.1502358168363571,0.0,0.75,0.375,0.342380227506653,1.0,0.0455872608097005,0.6993581574175981
inception_v3,Allergic Contact Dermatitis,0.54,1,5,0,1,4,1,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.1666666666666666,0.2812405643176824,0.5299630984663963,0.0,0.0,0.0,0.0,0.7934506856227626,0.3755346297625253,0.9637758913675698
inception_v3,Insect Bite,0.58,2,4,1,3,1,1,0.5,0.25,0.375,0.25,0.5,0.3333333333333333,0.125,0.2916666666666666,0.2965324789411368,0.2526314457257588,1.0,0.0,0.5,0.0945312057342307,0.9054687942657692,0.0455872608097005,0.6993581574175981
inception_v3,Urticaria,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2241839278434635,0.2991514230767885,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Psoriasis,0.55,1,5,0,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3004180340639564,0.395336722334226,1.0,0.0,0.5,0.0,0.7934506856227626,0.0,0.4344824647831747
inception_v3,Folliculitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2896615078218116,0.3894743919372558,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Irritant Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2790305856979939,0.3649966145555179,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Tinea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2285084252670249,0.3201728860537211,1.0,0.8,0.9,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Herpes Zoster,0.49,0,6,0,5,1,0,,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,,,0.2510399117831063,0.5008693709969521,,0.1666666666666666,0.1666666666666666,,,0.0300533697483066,0.5635028221864702
inception_v3,Drug Rash,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.25,0.325,0.2512673658135013,0.1565799141923586,0.0,0.75,0.375,0.342380227506653,1.0,0.0,0.4898908364545973
inception_v3,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.1862759602655824,0.2222436964511871,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Impetigo,0.38,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2047392341425158,0.2561010693510374,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2202132443295422,0.2828460037708282,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2218004721747618,0.2798707783222198,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Acne,0.41,0,6,0,5,1,0,,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,,,0.1896678386101292,0.4349041456977526,,1.0,1.0,,,0.0300533697483066,0.5635028221864702
inception_v3,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.24289661074271,0.3265670562783877,1.0,0.6,0.8,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.75,0.75,0.2471044723317938,0.1657134716709455,0.5,0.5,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
inception_v3,Lichen Planus Lichenoid Eruption,0.47,0,6,0,5,1,0,,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,,,0.2386691610865954,0.488369919359684,,0.8333333333333334,0.8333333333333334,,,0.0300533697483066,0.5635028221864702
inception_v3,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2463275318203812,0.3274050330122312,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2803126184609525,0.3671645174423854,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Lichen Simplex Chronicus,0.43,0,6,0,6,0,0,,0.0,0.0,0.0,0.0,0.0,,,0.2131374804582754,0.4615413496891657,,1.0,1.0,,,2.775557561562892e-17,0.3903342879021653
inception_v3,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2296627116964951,0.2998531063397726,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.3568216676072174,0.470370297630628,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2764223538616592,0.3678941528002422,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
inception_v3,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2135822088454568,0.2744745487968126,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Eczema,0.5,2,4,0,2,2,2,0.0,0.5,0.25,0.0,0.0,0.0,0.5,0.4166666666666666,0.2468523195691209,0.1829701960086822,0.0,0.5,0.25,0.0,0.6576197724933469,0.1500389891521494,0.8499610108478506
resnet50,Allergic Contact Dermatitis,0.52,1,5,1,4,1,0,1.0,0.2,0.6,0.2,1.0,0.3333333333333333,0.4,0.25,0.2809671377422154,0.3756775930523872,1.0,0.0,0.5,0.2065493143772374,1.0,0.0362241086324301,0.6244653702374747
resnet50,Insect Bite,0.56,2,4,1,4,0,1,0.5,0.0,0.25,0.2,0.5,0.2857142857142857,0.5,0.6666666666666666,0.3117672034723314,0.435336838165919,1.0,0.0,0.5,0.0945312057342307,0.9054687942657692,0.0,0.4898908364545973
resnet50,Urticaria,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2267574840690929,0.2978078226248423,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Psoriasis,0.52,1,5,1,2,3,0,1.0,0.6,0.8,0.3333333333333333,1.0,0.5,0.6,0.3333333333333333,0.2645582967930857,0.357607255379359,1.0,0.0,0.5,0.2065493143772374,1.0,0.2307242812760128,0.882379225767352
resnet50,Folliculitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2661253763162748,0.3602643758058548,1.0,0.2,0.6,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Irritant Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2526580968421227,0.3447815602024396,1.0,0.4,0.7,0.2065493143772374,1.0,0.0,0.4344824647831747
