encoder,split,label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece,accuracy
siglip2_so400m,test,Tinea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.252720756876708,0.3479601666331291,0.16666666666666666
siglip2_so400m,test,Herpes Zoster,0.47,0,6,0,5,1,0,,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,,,0.2288292635945136,0.47821440547704697,0.16666666666666666
siglip2_so400m,test,Drug Rash,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.75,0.75,0.24224035573132008,0.17473953217267993,0.3333333333333333
siglip2_so400m,test,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.24560574326170057,0.328264241417249,0.16666666666666666
siglip2_so400m,test,Impetigo,0.47,1,5,1,4,1,0,1.0,0.2,0.6,0.2,1.0,0.3333333333333333,1.0,1.0,0.2270781745650988,0.4763697336117426,0.3333333333333333
siglip2_so400m,test,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.23119159212307006,0.3137993862231573,0.16666666666666666
siglip2_so400m,test,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,0.0,0.16666666666666666,0.23228153619754957,0.28559537728627526,0.16666666666666666
siglip2_so400m,test,Acne,0.47,0,6,0,5,1,0,,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,,,0.2320309840912763,0.48136171201864886,0.16666666666666666
siglip2_so400m,test,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,0.0,0.16666666666666666,0.2931671844582057,0.3823559209704399,0.16666666666666666
siglip2_so400m,test,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.25,0.325,0.2794204318974311,0.20716956009467435,0.3333333333333333
siglip2_so400m,test,Lichen Planus Lichenoid Eruption,0.47,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.21837942724502257,0.4671870768070221,0.5
siglip2_so400m,test,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.20167941258330604,0.27828750511010486,0.16666666666666666
siglip2_so400m,test,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,0.0,0.16666666666666666,0.25396530516204247,0.32657307634751,0.16666666666666666
siglip2_so400m,test,Lichen Simplex Chronicus,0.51,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2696720306793392,0.5181234280268351,0.5
siglip2_so400m,test,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,0.4,0.25,0.26744615784887266,0.3587929929296175,0.16666666666666666
siglip2_so400m,test,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.21790630664982202,0.2991517807046572,0.16666666666666666
siglip2_so400m,test,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,0.0,0.16666666666666666,0.287377945346601,0.37817794581254327,0.16666666666666666
siglip2_so400m,test,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.16666666666666666,1.0,0.2857142857142857,0.19999999999999996,0.2,0.22187965310754657,0.2804670035839081,0.16666666666666666
